client,year,total,client_clue,lobbyingfirmhired,totalamount,lobbyist,revolvingdoorprofiles,formermembersofcongress,lobby_status,experience,target
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Stephen J Verdier ,1,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Timothy R Rupli & Assoc,555000, Timothy R Rupli ,1,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Jason Kratovil ,1,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Karen M Thomas ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, James A Keller ,1,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Bankers Assn of Texas,Pace LLP,40000, Bryan Vickers ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Bankers Assn of Texas,Pace LLP,40000, Gordon Kenny ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Anne M Grochala ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Paul G Merski ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Aaron Stetter ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Mark K Scanlan ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Viveca Y Ware ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Bankers Assn of Texas,Pace LLP,40000, James W Wise ,0,0,1,11,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Walter Haynie ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,SNR Denton,330000, Mathew Lapinski ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, David Lynch ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Community Bankers Assn of Illinois,Community Bankers Assn of Illinois,200000, David Schroeder ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Jason Kratovil ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Timothy R Rupli & Assoc,570000, Timothy R Rupli ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Viveca Y Ware ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, James Kendrick ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Chris Cole ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Bankers Assn of Texas,Pace LLP,40000, Bryan Vickers ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,SNR Denton,330000, Sander Lurie ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Mark K Scanlan ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Renee L Rappaport ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Aaron Stetter ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,SNR Denton,330000, Gary L Goldberg ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Bankers Assn of Texas,Pace LLP,40000, James W Wise ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Karen M Thomas ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Camden Fine ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Paul G Merski ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Bankers Assn of Texas,Pace LLP,40000, Margaret Werncke ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Stephen J Verdier ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Anne M Grochala ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Elizabeth Eurgubian ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,SNR Denton,330000, Todd M Weiss ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, Brian Cooney ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,SNR Denton,330000, Kathryn L Anderson ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, James A Keller ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Community Bankers of America,Independent Community Bankers of America,4565000, John Hand ,1,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Bankers Assn of Texas,Pace LLP,40000, Gordon Kenny ,0,0,1,12,1
Independent Community Bankers of America,2011,4605000,Independent Bankers Assn of Texas,Pace LLP,40000, Lauren Wilson ,0,0,1,12,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, John Hand ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Elizabeth Eurgubian ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Renee L Rappaport ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,SNR Denton US,220000, Mary Pat Lawrence ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,SNR Denton US,220000, Gary L Goldberg ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Community Bankers Assn of Illinois,Community Bankers Assn of Illinois,200000, David Schroeder ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Paul G Merski ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Jason Kratovil ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Karen M Thomas ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,SNR Denton US,220000, Mathew Lapinski ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Mark K Scanlan ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, David Lynch ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,SNR Denton US,220000, Todd M Weiss ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Bankers Assn of Texas,Pace LLP,40000, Margaret Werncke ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Timothy R Rupli & Assoc,630000, Timothy R Rupli ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Anne M Grochala ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Brian Cooney ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Bankers Assn of Texas,Pace LLP,40000, Gordon Kenny ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Walter Haynie ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Bankers Assn of Texas,Pace LLP,40000, Lauren Wilson ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Bankers Assn of Texas,Pace LLP,40000, James W Wise ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,SNR Denton US,220000, Sander Lurie ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Chris Cole ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,SNR Denton US,220000, Kathryn L Anderson ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Camden Fine ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Viveca Y Ware ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Aaron Stetter ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, James A Keller ,1,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Bankers Assn of Texas,Pace LLP,40000, Bryan Vickers ,0,0,1,13,1
Independent Community Bankers of America,2012,4660000,Independent Community Bankers of America,Independent Community Bankers of America,4620000, Leigh III Whaley ,0,0,1,13,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, James A Keller ,1,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Bankers Assn of Texas,Pace LLP,40000, Lauren Wilson ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Bankers Assn of Texas,Pace LLP,40000, Margaret Werncke ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Renee L Rappaport ,1,0,1,14,1
Independent Community Bankers of America,2013,5091000,Community Bankers Assn of Illinois,Community Bankers Assn of Illinois,200000, David Schroeder ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Mark K Scanlan ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Aaron Stetter ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Jason Kratovil ,1,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Karen M Thomas ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Leigh III Whaley ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Brian Cooney ,1,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Paul G Merski ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, John Hand ,1,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Bankers Assn of Texas,Pace LLP,40000, James W Wise ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Camden Fine ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Timothy R Rupli & Assoc,780000, Timothy R Rupli ,1,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Chris Cole ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Walter Haynie ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, David Lynch ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Anne M Grochala ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Elizabeth Eurgubian ,1,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Bankers Assn of Texas,Pace LLP,40000, Natalie Armel ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Independent Community Bankers of America,4851000, Viveca Y Ware ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Bankers Assn of Texas,Pace LLP,40000, Bryan Vickers ,0,0,1,14,1
Independent Community Bankers of America,2013,5091000,Independent Community Bankers of America,Hollier & Assoc,190000, William Hollier ,1,0,1,14,1
Independent Community Bankers of America,2014,4820000,Independent Bankers Assn of Texas,Pace LLP,40000, Lauren Wilson ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Community Bankers of America,Independent Community Bankers of America,4580000, Brian Cooney ,1,0,1,15,1
Independent Community Bankers of America,2014,4820000,Community Bankers Assn of Illinois,Community Bankers Assn of Illinois,200000, David Schroeder ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Community Bankers of America,Independent Community Bankers of America,4580000, Mark K Scanlan ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Community Bankers of America,Independent Community Bankers of America,4580000, Viveca Y Ware ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Community Bankers of America,Independent Community Bankers of America,4580000, Karen M Thomas ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Bankers Assn of Texas,Pace LLP,40000, Bryan Vickers ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Community Bankers of America,Independent Community Bankers of America,4580000, Aaron Stetter ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Community Bankers of America,Independent Community Bankers of America,4580000, Paul G Merski ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Community Bankers of America,Independent Community Bankers of America,4580000, Walter Haynie ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Community Bankers of America,Independent Community Bankers of America,4580000, Camden Fine ,0,0,1,15,1
Independent Community Bankers of America,2014,4820000,Independent Community Bankers of America,Independent Community Bankers of America,4580000, James A Keller ,1,0,1,15,1
